INSERT INTO REVIEW VALUES (RNUMBER.nextval, 251, RNUMBER.currval, 0, 0, '리뷰1', 3, '1번째 리뷰', '2020-05-12', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 164, RNUMBER.currval, 0, 0, '리뷰849', 4, '849번째 리뷰', '2020-04-14', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 192, RNUMBER.currval, 0, 0, '리뷰850', 5, '850번째 리뷰', '2020-03-29', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 257, RNUMBER.currval, 0, 0, '리뷰851', 5, '851번째 리뷰', '2020-03-19', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 184, RNUMBER.currval, 0, 0, '리뷰852', 1, '852번째 리뷰', '2020-05-13', '리뷰봇', '40대 ↑', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 268, RNUMBER.currval, 0, 0, '리뷰853', 5, '853번째 리뷰', '2020-02-18', '리뷰봇', '30대', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 184, RNUMBER.currval, 0, 0, '리뷰854', 1, '854번째 리뷰', '2020-04-22', '리뷰봇', '10대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 226, RNUMBER.currval, 0, 0, '리뷰855', 3, '855번째 리뷰', '2020-02-19', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 270, RNUMBER.currval, 0, 0, '리뷰856', 2, '856번째 리뷰', '2020-03-19', '리뷰봇', '30대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 209, RNUMBER.currval, 0, 0, '리뷰857', 1, '857번째 리뷰', '2020-05-12', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 183, RNUMBER.currval, 0, 0, '리뷰858', 2, '858번째 리뷰', '2020-03-08', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 279, RNUMBER.currval, 0, 0, '리뷰859', 2, '859번째 리뷰', '2020-05-06', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 152, RNUMBER.currval, 0, 0, '리뷰860', 4, '860번째 리뷰', '2020-05-24', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 271, RNUMBER.currval, 0, 0, '리뷰861', 3, '861번째 리뷰', '2020-04-13', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 264, RNUMBER.currval, 0, 0, '리뷰862', 1, '862번째 리뷰', '2020-02-27', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 226, RNUMBER.currval, 0, 0, '리뷰863', 2, '863번째 리뷰', '2020-05-23', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 274, RNUMBER.currval, 0, 0, '리뷰864', 3, '864번째 리뷰', '2020-04-16', '리뷰봇', '10대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 275, RNUMBER.currval, 0, 0, '리뷰865', 4, '865번째 리뷰', '2020-04-28', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 222, RNUMBER.currval, 0, 0, '리뷰866', 1, '866번째 리뷰', '2020-04-11', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 219, RNUMBER.currval, 0, 0, '리뷰867', 2, '867번째 리뷰', '2020-04-28', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 154, RNUMBER.currval, 0, 0, '리뷰868', 2, '868번째 리뷰', '2020-04-14', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 267, RNUMBER.currval, 0, 0, '리뷰869', 2, '869번째 리뷰', '2020-05-07', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 263, RNUMBER.currval, 0, 0, '리뷰870', 2, '870번째 리뷰', '2020-05-21', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 142, RNUMBER.currval, 0, 0, '리뷰871', 4, '871번째 리뷰', '2020-04-12', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 186, RNUMBER.currval, 0, 0, '리뷰872', 5, '872번째 리뷰', '2020-03-03', '리뷰봇', '30대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 174, RNUMBER.currval, 0, 0, '리뷰873', 3, '873번째 리뷰', '2020-02-23', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 166, RNUMBER.currval, 0, 0, '리뷰874', 2, '874번째 리뷰', '2020-02-22', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 232, RNUMBER.currval, 0, 0, '리뷰875', 4, '875번째 리뷰', '2020-05-02', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 220, RNUMBER.currval, 0, 0, '리뷰876', 5, '876번째 리뷰', '2020-05-21', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 169, RNUMBER.currval, 0, 0, '리뷰877', 1, '877번째 리뷰', '2020-02-24', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 227, RNUMBER.currval, 0, 0, '리뷰878', 5, '878번째 리뷰', '2020-04-13', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 205, RNUMBER.currval, 0, 0, '리뷰879', 5, '879번째 리뷰', '2020-04-08', '리뷰봇', '10대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 228, RNUMBER.currval, 0, 0, '리뷰880', 4, '880번째 리뷰', '2020-03-20', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 270, RNUMBER.currval, 0, 0, '리뷰881', 1, '881번째 리뷰', '2020-03-04', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 177, RNUMBER.currval, 0, 0, '리뷰882', 5, '882번째 리뷰', '2020-05-06', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 193, RNUMBER.currval, 0, 0, '리뷰883', 1, '883번째 리뷰', '2020-03-10', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 186, RNUMBER.currval, 0, 0, '리뷰884', 1, '884번째 리뷰', '2020-04-20', '리뷰봇', '10대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 214, RNUMBER.currval, 0, 0, '리뷰885', 5, '885번째 리뷰', '2020-02-22', '리뷰봇', '10대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 193, RNUMBER.currval, 0, 0, '리뷰886', 3, '886번째 리뷰', '2020-02-20', '리뷰봇', '30대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 181, RNUMBER.currval, 0, 0, '리뷰887', 4, '887번째 리뷰', '2020-05-09', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 217, RNUMBER.currval, 0, 0, '리뷰888', 3, '888번째 리뷰', '2020-04-07', '리뷰봇', '30대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 234, RNUMBER.currval, 0, 0, '리뷰889', 1, '889번째 리뷰', '2020-02-28', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 194, RNUMBER.currval, 0, 0, '리뷰890', 2, '890번째 리뷰', '2020-03-07', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 254, RNUMBER.currval, 0, 0, '리뷰891', 4, '891번째 리뷰', '2020-05-23', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 240, RNUMBER.currval, 0, 0, '리뷰892', 5, '892번째 리뷰', '2020-04-14', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 184, RNUMBER.currval, 0, 0, '리뷰893', 3, '893번째 리뷰', '2020-02-28', '리뷰봇', '10대', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 278, RNUMBER.currval, 0, 0, '리뷰894', 4, '894번째 리뷰', '2020-04-14', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 256, RNUMBER.currval, 0, 0, '리뷰895', 3, '895번째 리뷰', '2020-02-24', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 150, RNUMBER.currval, 0, 0, '리뷰896', 1, '896번째 리뷰', '2020-03-07', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 262, RNUMBER.currval, 0, 0, '리뷰897', 4, '897번째 리뷰', '2020-02-19', '리뷰봇', '10대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 278, RNUMBER.currval, 0, 0, '리뷰898', 1, '898번째 리뷰', '2020-03-16', '리뷰봇', '10대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 187, RNUMBER.currval, 0, 0, '리뷰899', 3, '899번째 리뷰', '2020-05-13', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 197, RNUMBER.currval, 0, 0, '리뷰900', 4, '900번째 리뷰', '2020-05-22', '리뷰봇', '20대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 164, RNUMBER.currval, 0, 0, '리뷰901', 3, '901번째 리뷰', '2020-04-13', '리뷰봇', '30대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 253, RNUMBER.currval, 0, 0, '리뷰902', 4, '902번째 리뷰', '2020-02-26', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 192, RNUMBER.currval, 0, 0, '리뷰903', 3, '903번째 리뷰', '2020-05-14', '리뷰봇', '20대', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 281, RNUMBER.currval, 0, 0, '리뷰904', 5, '904번째 리뷰', '2020-04-06', '리뷰봇', '20대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 165, RNUMBER.currval, 0, 0, '리뷰905', 2, '905번째 리뷰', '2020-04-25', '리뷰봇', '10대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 244, RNUMBER.currval, 0, 0, '리뷰906', 4, '906번째 리뷰', '2020-03-24', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 235, RNUMBER.currval, 0, 0, '리뷰907', 3, '907번째 리뷰', '2020-05-23', '리뷰봇', '10대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 201, RNUMBER.currval, 0, 0, '리뷰908', 5, '908번째 리뷰', '2020-02-17', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 241, RNUMBER.currval, 0, 0, '리뷰909', 4, '909번째 리뷰', '2020-05-07', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 249, RNUMBER.currval, 0, 0, '리뷰910', 2, '910번째 리뷰', '2020-05-13', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 188, RNUMBER.currval, 0, 0, '리뷰911', 1, '911번째 리뷰', '2020-04-22', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 279, RNUMBER.currval, 0, 0, '리뷰912', 1, '912번째 리뷰', '2020-04-24', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 211, RNUMBER.currval, 0, 0, '리뷰913', 5, '913번째 리뷰', '2020-03-06', '리뷰봇', '40대 ↑', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 243, RNUMBER.currval, 0, 0, '리뷰914', 1, '914번째 리뷰', '2020-04-30', '리뷰봇', '40대 ↑', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 181, RNUMBER.currval, 0, 0, '리뷰915', 4, '915번째 리뷰', '2020-04-24', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 243, RNUMBER.currval, 0, 0, '리뷰916', 5, '916번째 리뷰', '2020-04-18', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 246, RNUMBER.currval, 0, 0, '리뷰917', 5, '917번째 리뷰', '2020-02-24', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 271, RNUMBER.currval, 0, 0, '리뷰918', 3, '918번째 리뷰', '2020-03-25', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 201, RNUMBER.currval, 0, 0, '리뷰919', 3, '919번째 리뷰', '2020-02-17', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 180, RNUMBER.currval, 0, 0, '리뷰920', 5, '920번째 리뷰', '2020-03-23', '리뷰봇', '10대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 270, RNUMBER.currval, 0, 0, '리뷰921', 5, '921번째 리뷰', '2020-04-01', '리뷰봇', '20대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 235, RNUMBER.currval, 0, 0, '리뷰922', 3, '922번째 리뷰', '2020-05-10', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 241, RNUMBER.currval, 0, 0, '리뷰923', 3, '923번째 리뷰', '2020-04-07', '리뷰봇', '10대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 143, RNUMBER.currval, 0, 0, '리뷰924', 3, '924번째 리뷰', '2020-04-20', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 144, RNUMBER.currval, 0, 0, '리뷰925', 2, '925번째 리뷰', '2020-02-18', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 237, RNUMBER.currval, 0, 0, '리뷰926', 5, '926번째 리뷰', '2020-02-18', '리뷰봇', '20대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 242, RNUMBER.currval, 0, 0, '리뷰927', 3, '927번째 리뷰', '2020-03-30', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 177, RNUMBER.currval, 0, 0, '리뷰928', 5, '928번째 리뷰', '2020-05-04', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 168, RNUMBER.currval, 0, 0, '리뷰929', 2, '929번째 리뷰', '2020-03-28', '리뷰봇', '30대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 184, RNUMBER.currval, 0, 0, '리뷰930', 4, '930번째 리뷰', '2020-03-11', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 227, RNUMBER.currval, 0, 0, '리뷰931', 2, '931번째 리뷰', '2020-05-02', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 205, RNUMBER.currval, 0, 0, '리뷰932', 5, '932번째 리뷰', '2020-03-23', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 256, RNUMBER.currval, 0, 0, '리뷰933', 4, '933번째 리뷰', '2020-03-16', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 200, RNUMBER.currval, 0, 0, '리뷰934', 2, '934번째 리뷰', '2020-03-13', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 166, RNUMBER.currval, 0, 0, '리뷰935', 5, '935번째 리뷰', '2020-05-14', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 248, RNUMBER.currval, 0, 0, '리뷰936', 2, '936번째 리뷰', '2020-03-25', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 243, RNUMBER.currval, 0, 0, '리뷰937', 5, '937번째 리뷰', '2020-04-21', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 184, RNUMBER.currval, 0, 0, '리뷰938', 3, '938번째 리뷰', '2020-03-31', '리뷰봇', '10대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 234, RNUMBER.currval, 0, 0, '리뷰939', 2, '939번째 리뷰', '2020-04-03', '리뷰봇', '10대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 254, RNUMBER.currval, 0, 0, '리뷰940', 2, '940번째 리뷰', '2020-03-11', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 144, RNUMBER.currval, 0, 0, '리뷰941', 4, '941번째 리뷰', '2020-02-16', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 146, RNUMBER.currval, 0, 0, '리뷰942', 1, '942번째 리뷰', '2020-05-22', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 145, RNUMBER.currval, 0, 0, '리뷰943', 3, '943번째 리뷰', '2020-04-04', '리뷰봇', '40대 ↑', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 215, RNUMBER.currval, 0, 0, '리뷰944', 2, '944번째 리뷰', '2020-03-28', '리뷰봇', '20대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 226, RNUMBER.currval, 0, 0, '리뷰945', 3, '945번째 리뷰', '2020-03-19', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 212, RNUMBER.currval, 0, 0, '리뷰946', 2, '946번째 리뷰', '2020-03-20', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 262, RNUMBER.currval, 0, 0, '리뷰947', 3, '947번째 리뷰', '2020-03-28', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 205, RNUMBER.currval, 0, 0, '리뷰948', 2, '948번째 리뷰', '2020-02-19', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 274, RNUMBER.currval, 0, 0, '리뷰949', 4, '949번째 리뷰', '2020-03-04', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 255, RNUMBER.currval, 0, 0, '리뷰950', 1, '950번째 리뷰', '2020-03-06', '리뷰봇', '40대 ↑', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 270, RNUMBER.currval, 0, 0, '리뷰951', 4, '951번째 리뷰', '2020-03-03', '리뷰봇', '40대 ↑', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 214, RNUMBER.currval, 0, 0, '리뷰952', 3, '952번째 리뷰', '2020-03-02', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 277, RNUMBER.currval, 0, 0, '리뷰953', 1, '953번째 리뷰', '2020-04-13', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 170, RNUMBER.currval, 0, 0, '리뷰954', 1, '954번째 리뷰', '2020-05-21', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 265, RNUMBER.currval, 0, 0, '리뷰955', 5, '955번째 리뷰', '2020-04-01', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 198, RNUMBER.currval, 0, 0, '리뷰956', 1, '956번째 리뷰', '2020-04-04', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 194, RNUMBER.currval, 0, 0, '리뷰957', 1, '957번째 리뷰', '2020-05-21', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 150, RNUMBER.currval, 0, 0, '리뷰958', 1, '958번째 리뷰', '2020-03-08', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 145, RNUMBER.currval, 0, 0, '리뷰959', 4, '959번째 리뷰', '2020-03-31', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 148, RNUMBER.currval, 0, 0, '리뷰960', 3, '960번째 리뷰', '2020-04-09', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 145, RNUMBER.currval, 0, 0, '리뷰961', 5, '961번째 리뷰', '2020-02-21', '리뷰봇', '40대 ↑', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 223, RNUMBER.currval, 0, 0, '리뷰962', 2, '962번째 리뷰', '2020-02-22', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 172, RNUMBER.currval, 0, 0, '리뷰963', 5, '963번째 리뷰', '2020-04-22', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 211, RNUMBER.currval, 0, 0, '리뷰964', 4, '964번째 리뷰', '2020-04-25', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 187, RNUMBER.currval, 0, 0, '리뷰965', 1, '965번째 리뷰', '2020-04-04', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 280, RNUMBER.currval, 0, 0, '리뷰966', 3, '966번째 리뷰', '2020-04-01', '리뷰봇', '40대 ↑', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 281, RNUMBER.currval, 0, 0, '리뷰967', 2, '967번째 리뷰', '2020-03-04', '리뷰봇', '10대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 214, RNUMBER.currval, 0, 0, '리뷰968', 2, '968번째 리뷰', '2020-02-28', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 227, RNUMBER.currval, 0, 0, '리뷰969', 1, '969번째 리뷰', '2020-05-06', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 194, RNUMBER.currval, 0, 0, '리뷰970', 3, '970번째 리뷰', '2020-02-24', '리뷰봇', '20대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 175, RNUMBER.currval, 0, 0, '리뷰971', 4, '971번째 리뷰', '2020-05-16', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 251, RNUMBER.currval, 0, 0, '리뷰972', 4, '972번째 리뷰', '2020-03-20', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 269, RNUMBER.currval, 0, 0, '리뷰973', 5, '973번째 리뷰', '2020-03-09', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 196, RNUMBER.currval, 0, 0, '리뷰974', 2, '974번째 리뷰', '2020-04-10', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 230, RNUMBER.currval, 0, 0, '리뷰975', 1, '975번째 리뷰', '2020-03-06', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 206, RNUMBER.currval, 0, 0, '리뷰976', 3, '976번째 리뷰', '2020-04-11', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 264, RNUMBER.currval, 0, 0, '리뷰977', 2, '977번째 리뷰', '2020-05-10', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 270, RNUMBER.currval, 0, 0, '리뷰978', 4, '978번째 리뷰', '2020-04-15', '리뷰봇', '20대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 171, RNUMBER.currval, 0, 0, '리뷰979', 1, '979번째 리뷰', '2020-04-15', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
